PDS_CODE;SL_NPD_HB_Code;Brand_Name;Date_of_Manufacture;Manufacturing_Site;Physical_State;Age;Fat_Content;Nitrogen_Flushed;Protein_hydrolysis;pH;Density;Dilution;DESCRIPTION;login_date;Package;Comments_Trial;filename;Parameter;Unit;Target;Target_Min;Target_Max;SL_Time;Result_No;Result;Result_prefix;Timepoint;Temperature;Humidity
B5421;NPD-001529;PKU GMPro 15 Berries;17/10/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=)(H=);01/11/2022 11:18;30g sachet;;;Sensory;NONE;;;;0;24177107;Typical;;0;;
B5421;NPD-001529;PKU GMPro 15 Berries;17/10/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=)(H=);01/11/2022 11:18;30g sachet;;;Comment;NONE;;;;0;24177108;n/a;;0;;
B5421;NPD-001529;PKU GMPro 15 Berries;17/10/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=)(H=);01/11/2022 11:18;30g sachet;;;Residual Oxygen;PERCENT;;;;0;24177109;18.40;;0;;
B5421;NPD-001529;PKU GMPro 15 Berries;17/10/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=)(H=);01/11/2022 11:18;30g sachet;;;Comment;NONE;;;;0;24177110;High oxygen sachet not used (sachet number 3301 006561). Sachets used were: 0.427, 0.501, 0.461, 0.397, 0.471, 0.502, 0.271;;0;;
B5421;NPD-001529;PKU GMPro 15 Berries;17/10/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=)(H=);01/11/2022 11:18;30g sachet;;;TVC;CFU_G;;;;0;24177111;<100;;0;;
B5421;NPD-001529;PKU GMPro 15 Berries;17/10/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=)(H=);01/11/2022 11:18;30g sachet;;;Enterococci/Streptococci;CFU_G;;;;0;24177116;<10;;0;;
B5421;NPD-001529;PKU GMPro 15 Berries;17/10/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=)(H=);01/11/2022 11:18;30g sachet;;;Coag Pos Staph;CFU_G;;;;0;24177123;<10;;0;;
B5421;NPD-001529;PKU GMPro 15 Berries;17/10/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=)(H=);01/11/2022 11:18;30g sachet;;;Yeast and Mould;CFU_G;;;;0;24177130;<10;;0;;
B5421;NPD-001529;PKU GMPro 15 Berries;17/10/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=)(H=);01/11/2022 11:18;30g sachet;;;Bacillus cereus;CFU_G;;;;0;24177135;<10;;0;;
B5421;NPD-001529;PKU GMPro 15 Berries;17/10/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=)(H=);01/11/2022 11:18;30g sachet;;;Enterobacteriaceae;NONE;;;;0;24177142;Absent;;0;;
B5421;NPD-001529;PKU GMPro 15 Berries;17/10/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=)(H=);01/11/2022 11:18;30g sachet;;;SRC;CFU_G;;;;0;24177149;<10;;0;;
B5421;NPD-001529;PKU GMPro 15 Berries;17/10/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=)(H=);01/11/2022 11:18;30g sachet;;;Salmonella;NONE;;;;0;24177158;Absent;;0;;
B5421;NPD-001529;PKU GMPro 15 Berries;17/10/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=)(H=);01/11/2022 11:18;30g sachet;;;Listeria spp.;NONE;;;;0;24177162;Absent;;0;;
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Taurine;G_100G;;;;0;24177647;0.000;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Aspartic Acid;G_100G;;;;0;24177648;2.951;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Threonine;G_100G;;;;0;24177649;5.124;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Serine;G_100G;;;;0;24177650;2.670;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Glutamic Acid;G_100G;;;;0;24177651;6.900;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Glutamine;G_100G;;;;0;24177652;0.000;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Proline;G_100G;;;;0;24177653;4.374;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Glycine;G_100G;;;;0;24177654;0.973;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Alanine;G_100G;;;;0;24177655;2.477;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Valine;G_100G;;;;0;24177656;3.404;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Cystine;G_100G;;;;0;24177657;0.023;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Methionine;G_100G;;;;0;24177658;1.405;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Iso-Leucine;G_100G;;;;0;24177659;3.468;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Leucine;G_100G;;;;0;24177660;5.542;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Tyrosine;G_100G;;;;0;24177661;4.950;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Phenylalanine;G_100G;;;;0;24177662;0.087;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Lysine;G_100G;;;;0;24177663;3.107;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Histidine;G_100G;;;;0;24177664;1.443;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Tryptophan;G_100G;;;;0;24177665;1.048;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Arginine;G_100G;;;;0;24177666;1.667;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;d-Biotin;MCG_100G;;;;0;24177669;61.00;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Carbohydrate;G_100G;;;;0;24177670;22.28;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Carnitine;MG_100G;;;;0;24177671;68.00;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Choline;MG_100G;;;;0;24177672;660.000;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Choline Hydroxide;MG_100G;;;;0;24325805;766.000;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Chromium;MCG_100G;;;;0;24177673;78.30;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Copper;MG_100G;;;;0;24177674;1.36;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;C 22:6;G_100G_FA;;;;0;24177696;25.800;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Fibre;G_100G;;;;0;24177713;7.59;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Reported GOS;G_100G;;;;0;24177714;N/A;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Fluoride;MCG_100G;;;;0;24177715;873.00;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Folic Acid;MCG_100G;;;;0;24177716;234.500;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Inositol;MG_100G;;;;0;24177717;220.000;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Iodine;MCG_100G;;;;0;24177718;181.00;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Manganese;MG_100G;;;;0;24177719;2.21;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Molybdenum;MCG_100G;;;;0;24177720;74.50;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Niacin;MG_100G;;;;0;24177721;21.470;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Total Organic Acids;G_100G;;;;0;24177723;5.28;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Pantothenic Acid;MG_100G;;;;0;24177738;7.810;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Pyridoxine;MG_100G;;;;0;24177739;1.911;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Selenium;MCG_100G;;;;0;24177740;63.40;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Maltodextrin;G_100G;;;;0;24177741;7.80;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Sugars;G_100G;;;;0;24177744;9.20;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Total Fat;G_100G;;;;0;24177745;0.63;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Vitamin A;MCG_100G;;;;0;24177746;1074.000;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Vitamin B12;MCG_100G;;;;0;24177747;5.000;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Vitamin D3;MCG_100G;;;;0;24177748;31.900;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Vitamin E;MG_100G;;;;0;24177749;16.490;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Vitamin K1;MCG_100G;;;;0;24177750;58.700;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;L*(D65);NONE;;;;0;24177751;92.63;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;a*(D65);NONE;;;;0;24177752;1.40;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;b*(D65);NONE;;;;0;24177753;8.45;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Sensory;NONE;;;;0;24177754;Typical;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Comment;NONE;;;;0;24177755;n/a;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Residual Oxygen;PERCENT;;;;0;24177756;18.50;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Comment;NONE;;;;0;24177757;Sachets not used: 18.5 (3301 002012), 13.2 (3301 001936), 12.7 (3301 001954). Sachets used: 2.42, 4.26, 0.792, 2.57, 1.52, 1.02%;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Reported Osmolality;MOSM_KG;;;;0;24177771;820;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Reported Osmolarity;MOSM_L;;;;0;24177776;700;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Nitrogen;NONE;;;;0;24177778;8.86;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Protein;NONE;;;;0;24177779;56.51;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Chloride;MG_100G;;;;0;24177781;14.00;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Result;G_100G;;;;0;24177784;2.80;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;TVC;CFU_G;;;;0;24177785;<100;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Enterococci/Streptococci;CFU_G;;;;0;24177790;<10;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Coag Pos Staph;CFU_G;;;;0;24177797;<10;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Yeast and Mould;CFU_G;;;;0;24177804;<10;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Bacillus cereus;CFU_G;;;;0;24177809;<10;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Riboflavin;MG_100G;;;;0;24177818;1.32;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Pyridoxine;MG_100G;;;;0;24177819;1.24;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Thiamine;MG_100G;;;;0;24177828;1.31;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Enterobacteriaceae;NONE;;;;0;24177832;Absent;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;SRC;CFU_G;;;;0;24177839;<10;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Calcium;MG_100G;;;;0;24177848;1465.62;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Iron;MG_100G;;;;0;24177849;9.37;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Potassium;MG_100G;;;;0;24177850;1770.76;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Magnesium;MG_100G;;;;0;24177851;314.18;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Sodium;MG_100G;;;;0;24177852;663.97;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Phosphorus;MG_100G;;;;0;24177853;1224.12;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Zinc;MG_100G;;;;0;24177854;16.36;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Vitamin C;MG_100G;;;;0;24177869;244.00;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Salmonella;NONE;;;;0;24177873;Absent;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Listeria spp.;NONE;;;;0;24177877;Absent;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Chloride;MG_100G;;;;0;24235032;11.50;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Chloride;MG_100G;;;;0;24235034;17.00;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Calcium;MG_100G;;;;0;24247522;1495.60;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Iron;MG_100G;;;;0;24247523;21.83;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Potassium;MG_100G;;;;0;24247524;1919.97;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Magnesium;MG_100G;;;;0;24247525;304.23;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Sodium;MG_100G;;;;0;24247526;635.74;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Phosphorus;MG_100G;;;;0;24247527;1304.43;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Zinc;MG_100G;;;;0;24247528;18.97;;0;25°C;75%
B5420;NPD-001530;PKU GMPro 15 Tropical;17/11/2022 00:00;Fulda;POWDER;;;Yes;;;;;(TP=T0)(T=25°C)(H=75%);01/11/2022 11:32;30g sachet;;;Calcium;MG_100G;;;;0;24247541;1503.97;;0;25°C;75%
